Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Postal Code;Product ID;Sales;Quantity;Discount;Profit;Store
9267;CA-2011-125759;08.02.2013;09.02.2013;First Class;NM-18445;89031;FUR-FU-10002111;14,56;2;0;5,5328;West_Superstore
457;US-2011-110674;12.02.2013;18.02.2013;Standard Class;SC-20095;94521;FUR-CH-10000225;129,568;2;0,2;-24,294;West_Superstore
9762;CA-2011-121762;14.02.2013;18.02.2013;Standard Class;ML-17395;98103;TEC-AC-10000736;239,97;3;0;86,3892;West_Superstore
9763;CA-2011-121762;14.02.2013;18.02.2013;Standard Class;ML-17395;98103;OFF-AP-10001293;81,96;2;0;22,9488;West_Superstore
9764;CA-2011-121762;14.02.2013;18.02.2013;Standard Class;ML-17395;98103;OFF-SU-10000157;238,62;2;0;4,7724;West_Superstore
7438;CA-2011-165568;15.02.2013;19.02.2013;Standard Class;BF-11020;98105;OFF-BI-10001031;21,36;5;0,2;7,209;West_Superstore
8504;CA-2011-164903;20.02.2013;24.02.2013;Standard Class;SR-20740;90049;OFF-PA-10003363;12,96;2;0;6,2208;West_Superstore
7611;CA-2011-133354;22.02.2013;24.02.2013;First Class;SA-20830;92553;OFF-PA-10001800;19,44;3;0;9,3312;West_Superstore
5512;US-2011-137680;24.02.2013;02.03.2013;Standard Class;JH-15430;97504;OFF-PA-10000174;32,896;4;0,2;11,1024;West_Superstore
5513;US-2011-137680;24.02.2013;02.03.2013;Standard Class;JH-15430;97504;OFF-PA-10000069;22,776;3;0,2;7,6869;West_Superstore
158;CA-2011-104269;01.03.2013;06.03.2013;Second Class;DB-13060;98115;FUR-CH-10004063;457,568;2;0,2;51,4764;West_Superstore
8712;CA-2011-105648;03.03.2013;07.03.2013;Standard Class;EJ-14155;92037;FUR-TA-10002958;626,352;3;0,2;-23,4882;West_Superstore
4962;CA-2011-156587;07.03.2013;08.03.2013;First Class;AB-10015;98103;FUR-CH-10004477;48,712;1;0,2;5,4801;West_Superstore
4963;CA-2011-156587;07.03.2013;08.03.2013;First Class;AB-10015;98103;OFF-AR-10001427;17,94;3;0;4,6644;West_Superstore
4964;CA-2011-156587;07.03.2013;08.03.2013;First Class;AB-10015;98103;OFF-ST-10002344;242,94;3;0;4,8588;West_Superstore
5254;US-2011-131982;07.03.2013;11.03.2013;Second Class;NP-18685;98198;OFF-BI-10004224;107,648;2;0,2;33,64;West_Superstore
9641;CA-2011-104563;07.03.2013;12.03.2013;Standard Class;CM-12715;98103;OFF-AR-10000390;20,65;5;0;9,499;West_Superstore
9642;CA-2011-104563;07.03.2013;12.03.2013;Standard Class;CM-12715;98103;OFF-ST-10000934;204,9;5;0;0;West_Superstore
9643;CA-2011-104563;07.03.2013;12.03.2013;Standard Class;CM-12715;98103;FUR-CH-10002780;436,704;6;0,2;21,8352;West_Superstore
9644;CA-2011-104563;07.03.2013;12.03.2013;Standard Class;CM-12715;98103;FUR-CH-10004495;481,568;2;0,2;54,1764;West_Superstore
2101;US-2011-140116;10.03.2013;17.03.2013;Standard Class;KT-16480;80219;OFF-ST-10000078;636,408;3;0,2;-15,9102;West_Superstore
2102;US-2011-140116;10.03.2013;17.03.2013;Standard Class;KT-16480;80219;OFF-AR-10001044;83,168;4;0,2;9,3564;West_Superstore
8300;US-2011-103338;11.03.2013;15.03.2013;Standard Class;RB-19435;95661;OFF-AR-10001770;7,98;3;0;2,0748;West_Superstore
1891;CA-2011-157623;14.03.2013;18.03.2013;Standard Class;DK-13225;92646;OFF-PA-10001204;10,56;2;0;4,752;West_Superstore
1892;CA-2011-157623;14.03.2013;18.03.2013;Standard Class;DK-13225;92646;OFF-AR-10003723;3,38;1;0;1,2506;West_Superstore
4677;CA-2011-114510;14.03.2013;19.03.2013;Standard Class;JF-15295;84321;OFF-BI-10001617;33,088;4;0,2;11,1672;West_Superstore
4678;CA-2011-114510;14.03.2013;19.03.2013;Standard Class;JF-15295;84321;OFF-ST-10000736;80,98;1;0;3,2392;West_Superstore
4679;CA-2011-114510;14.03.2013;19.03.2013;Standard Class;JF-15295;84321;TEC-AC-10004877;82,8;12;0;6,624;West_Superstore
4680;CA-2011-114510;14.03.2013;19.03.2013;Standard Class;JF-15295;84321;OFF-ST-10003221;21,36;2;0;5,7672;West_Superstore
4681;CA-2011-114510;14.03.2013;19.03.2013;Standard Class;JF-15295;84321;OFF-BI-10003007;62,048;2;0,2;20,1656;West_Superstore
6152;CA-2011-111871;18.03.2013;21.03.2013;Second Class;EK-13795;94110;FUR-BO-10004218;1198,33;10;0,15;70,49;West_Superstore
7328;US-2011-131275;18.03.2013;24.03.2013;Standard Class;SC-20050;91505;FUR-FU-10004597;111;2;0;14,43;West_Superstore
7329;US-2011-131275;18.03.2013;24.03.2013;Standard Class;SC-20050;91505;TEC-MA-10001148;1279,968;4;0,2;415,9896;West_Superstore
7330;US-2011-131275;18.03.2013;24.03.2013;Standard Class;SC-20050;91505;OFF-ST-10000078;1856,19;7;0;334,1142;West_Superstore
2871;CA-2011-148040;22.03.2013;26.03.2013;Standard Class;BF-11275;85705;OFF-PA-10002581;74,352;3;0,2;23,235;West_Superstore
2872;CA-2011-148040;22.03.2013;26.03.2013;Standard Class;BF-11275;85705;FUR-CH-10001482;314,352;3;0,2;-35,3646;West_Superstore
3555;CA-2011-120838;23.03.2013;26.03.2013;Second Class;PO-18865;90036;OFF-ST-10000585;330,4;2;0;85,904;West_Superstore
3556;CA-2011-120838;23.03.2013;26.03.2013;Second Class;PO-18865;90036;TEC-PH-10003484;604,752;6;0,2;37,797;West_Superstore
7802;CA-2011-143637;24.03.2013;29.03.2013;Second Class;MS-17710;93727;FUR-FU-10002813;40,48;2;0;14,5728;West_Superstore
9307;CA-2011-128237;25.03.2013;30.03.2013;Standard Class;CA-12265;94110;OFF-AR-10003829;6,56;2;0;1,9024;West_Superstore
9308;CA-2011-128237;25.03.2013;30.03.2013;Standard Class;CA-12265;94110;OFF-AR-10003338;14,88;2;0;3,72;West_Superstore
9309;CA-2011-128237;25.03.2013;30.03.2013;Standard Class;CA-12265;94110;TEC-AC-10002558;45,48;4;0;15,918;West_Superstore
9310;CA-2011-128237;25.03.2013;30.03.2013;Standard Class;CA-12265;94110;OFF-AR-10000034;25,44;6;0;9,9216;West_Superstore
4245;CA-2011-138436;26.03.2013;30.03.2013;Standard Class;JD-15895;90036;TEC-AC-10002323;66,3;3;0;8,619;West_Superstore
9052;CA-2011-141838;26.03.2013;31.03.2013;Second Class;DK-12835;94122;OFF-AR-10004272;3,36;2;0;0,84;West_Superstore
9053;CA-2011-141838;26.03.2013;31.03.2013;Second Class;DK-12835;94122;OFF-BI-10003291;27,936;4;0,2;9,4284;West_Superstore
9054;CA-2011-141838;26.03.2013;31.03.2013;Second Class;DK-12835;94122;TEC-PH-10004100;28,784;2;0,2;2,8784;West_Superstore
9660;CA-2011-100860;26.03.2013;30.03.2013;Second Class;CS-12505;91767;OFF-LA-10001982;18,75;5;0;9;West_Superstore
8464;CA-2011-100881;28.03.2013;01.04.2013;Standard Class;DR-12940;87105;TEC-PH-10003273;302,376;3;0,2;22,6782;West_Superstore
5284;CA-2011-133424;30.03.2013;04.04.2013;Standard Class;Dl-13600;98105;OFF-ST-10002957;15,84;3;0;0;West_Superstore
5285;CA-2011-133424;30.03.2013;04.04.2013;Standard Class;Dl-13600;98105;OFF-LA-10002312;44,4;3;0;22,2;West_Superstore
6139;CA-2011-131247;30.03.2013;04.04.2013;Standard Class;GA-14725;94110;FUR-BO-10001337;205,666;2;0,15;-12,098;West_Superstore
2230;CA-2011-128055;31.03.2013;05.04.2013;Standard Class;AA-10315;94122;OFF-BI-10004390;673,568;2;0,2;252,588;West_Superstore
2231;CA-2011-128055;31.03.2013;05.04.2013;Standard Class;AA-10315;94122;OFF-AP-10002765;52,98;2;0;14,8344;West_Superstore
1373;US-2011-157021;01.04.2013;06.04.2013;Second Class;KM-16720;94591;OFF-LA-10002312;29,6;2;0;14,8;West_Superstore
1374;US-2011-157021;01.04.2013;06.04.2013;Second Class;KM-16720;94591;OFF-BI-10000042;17,088;4;0,2;5,5536;West_Superstore
9884;CA-2011-112291;03.04.2013;08.04.2013;Standard Class;KE-16420;90008;OFF-EN-10001415;11,16;2;0;5,58;West_Superstore
9885;CA-2011-112291;03.04.2013;08.04.2013;Standard Class;KE-16420;90008;TEC-AC-10001284;62,31;3;0;22,4316;West_Superstore
9886;CA-2011-112291;03.04.2013;08.04.2013;Standard Class;KE-16420;90008;TEC-AC-10000736;159,98;2;0;57,5928;West_Superstore
1561;CA-2011-105172;04.04.2013;09.04.2013;Standard Class;PK-18910;94109;OFF-LA-10001641;18,9;6;0;9,072;West_Superstore
4845;US-2011-128685;04.04.2013;05.04.2013;First Class;MZ-17515;90008;OFF-BI-10004140;7,184;2;0,2;2,245;West_Superstore
5036;CA-2011-169803;06.04.2013;12.04.2013;Standard Class;SC-20260;98115;FUR-TA-10000688;653,55;3;0;111,1035;West_Superstore
5037;CA-2011-169803;06.04.2013;12.04.2013;Standard Class;SC-20260;98115;TEC-AC-10003441;33,9;2;0;2,034;West_Superstore
6016;CA-2011-102652;06.04.2013;12.04.2013;Standard Class;AY-10555;90049;FUR-FU-10000747;91,96;2;0;15,6332;West_Superstore
6017;CA-2011-102652;06.04.2013;12.04.2013;Standard Class;AY-10555;90049;FUR-FU-10001918;33,11;7;0;12,9129;West_Superstore
6018;CA-2011-102652;06.04.2013;12.04.2013;Standard Class;AY-10555;90049;OFF-PA-10003309;19,44;3;0;9,3312;West_Superstore
6019;CA-2011-102652;06.04.2013;12.04.2013;Standard Class;AY-10555;90049;OFF-PA-10001977;55,48;1;0;26,6304;West_Superstore
8839;CA-2011-153808;06.04.2013;10.04.2013;Second Class;FH-14275;90004;OFF-AR-10001725;70,95;3;0;18,447;West_Superstore
8840;CA-2011-153808;06.04.2013;10.04.2013;Second Class;FH-14275;90004;OFF-BI-10002794;65,568;2;0,2;23,7684;West_Superstore
8841;CA-2011-153808;06.04.2013;10.04.2013;Second Class;FH-14275;90004;TEC-AC-10004171;299,97;3;0;131,9868;West_Superstore
3836;CA-2011-100363;08.04.2013;15.04.2013;Standard Class;JM-15655;85301;OFF-FA-10000611;2,368;2;0,2;0,8288;West_Superstore
3837;CA-2011-100363;08.04.2013;15.04.2013;Standard Class;JM-15655;85301;OFF-PA-10004733;19,008;3;0,2;6,8904;West_Superstore
6381;US-2011-163797;08.04.2013;13.04.2013;Standard Class;PC-19000;85224;OFF-FA-10001883;49,792;8;0,2;-11,8256;West_Superstore
7047;CA-2011-150581;08.04.2013;12.04.2013;Standard Class;NM-18445;94521;FUR-TA-10003748;99,592;1;0,2;2,4898;West_Superstore
7048;CA-2011-150581;08.04.2013;12.04.2013;Standard Class;NM-18445;94521;TEC-AC-10001908;399,96;4;0;139,986;West_Superstore
4578;US-2011-121734;11.04.2013;16.04.2013;Standard Class;SE-20110;83501;OFF-BI-10004817;9,584;1;0,2;3,3544;West_Superstore
8358;CA-2011-110555;11.04.2013;18.04.2013;Standard Class;MM-18055;59405;OFF-ST-10000876;87,08;7;0;24,3824;West_Superstore
8359;CA-2011-110555;11.04.2013;18.04.2013;Standard Class;MM-18055;59405;TEC-PH-10000586;105,584;2;0,2;9,2386;West_Superstore
8360;CA-2011-110555;11.04.2013;18.04.2013;Standard Class;MM-18055;59405;TEC-AC-10003399;217,44;6;0;91,3248;West_Superstore
2794;CA-2011-154599;12.04.2013;17.04.2013;Standard Class;KN-16450;90278;TEC-PH-10001557;1075,088;14;0,2;94,0702;West_Superstore
2795;CA-2011-154599;12.04.2013;17.04.2013;Standard Class;KN-16450;90278;TEC-PH-10000576;438,368;4;0,2;38,3572;West_Superstore
2796;CA-2011-154599;12.04.2013;17.04.2013;Standard Class;KN-16450;90278;OFF-BI-10002764;18,088;7;0,2;6,5569;West_Superstore
2797;CA-2011-154599;12.04.2013;17.04.2013;Standard Class;KN-16450;90278;FUR-BO-10001337;308,499;3;0,15;-18,147;West_Superstore
9850;CA-2011-142979;12.04.2013;18.04.2013;Standard Class;EH-13765;95240;OFF-AR-10002987;39,68;2;0;16,2688;West_Superstore
7657;US-2011-120740;15.04.2013;15.04.2013;Same Day;PS-18970;90049;OFF-AP-10000240;106,96;2;0;31,0184;West_Superstore
7658;US-2011-120740;15.04.2013;15.04.2013;Same Day;PS-18970;90049;FUR-FU-10004091;187,76;4;0;76,9816;West_Superstore
3533;CA-2011-110849;18.04.2013;23.04.2013;Standard Class;JL-15835;90049;TEC-MA-10002859;287,968;4;0,2;97,1892;West_Superstore
3534;CA-2011-110849;18.04.2013;23.04.2013;Standard Class;JL-15835;90049;OFF-AR-10002375;13,12;4;0;3,8048;West_Superstore
3535;CA-2011-110849;18.04.2013;23.04.2013;Standard Class;JL-15835;90049;OFF-AR-10000657;10,75;5;0;3,5475;West_Superstore
3536;CA-2011-110849;18.04.2013;23.04.2013;Standard Class;JL-15835;90049;OFF-FA-10000134;11,62;2;0;3,6022;West_Superstore
4570;CA-2011-169460;19.04.2013;21.04.2013;Second Class;NF-18595;95123;FUR-FU-10004017;76,14;3;0;26,649;West_Superstore
6850;CA-2011-101462;20.04.2013;25.04.2013;Standard Class;BP-11230;90045;FUR-FU-10000409;59,92;4;0;27,5632;West_Superstore
1173;CA-2011-158064;21.04.2013;25.04.2013;Standard Class;AA-10375;90008;OFF-BI-10002976;16,52;5;0,2;5,5755;West_Superstore
9290;CA-2011-111857;23.04.2013;26.04.2013;Second Class;NM-18445;94109;OFF-PA-10001878;48,91;1;0;22,9877;West_Superstore
4376;CA-2011-166954;25.04.2013;30.04.2013;Standard Class;BT-11305;91776;FUR-FU-10003708;303,25;5;0;63,6825;West_Superstore
4377;CA-2011-166954;25.04.2013;30.04.2013;Standard Class;BT-11305;91776;OFF-AP-10001391;270,72;3;0;78,5088;West_Superstore
4378;CA-2011-166954;25.04.2013;30.04.2013;Standard Class;BT-11305;91776;FUR-CH-10003973;1487,04;5;0,2;148,704;West_Superstore
2615;CA-2011-147298;26.04.2013;03.05.2013;Standard Class;AG-10300;90049;FUR-CH-10004886;230,28;3;0,2;23,028;West_Superstore
2616;CA-2011-147298;26.04.2013;03.05.2013;Standard Class;AG-10300;90049;OFF-BI-10001525;18,288;6;0,2;5,715;West_Superstore
7197;CA-2011-116785;26.04.2013;30.04.2013;Standard Class;MH-17290;90036;OFF-AR-10003504;21,4;5;0;6,206;West_Superstore
7198;CA-2011-116785;26.04.2013;30.04.2013;Standard Class;MH-17290;90036;OFF-LA-10000305;12,6;2;0;5,796;West_Superstore
8452;CA-2011-131387;28.04.2013;30.04.2013;First Class;AI-10855;94122;TEC-PH-10001459;1679,96;5;0,2;125,997;West_Superstore
7999;US-2011-148194;04.05.2013;07.05.2013;First Class;BS-11365;98105;FUR-FU-10001852;12,18;7;0;3,8976;West_Superstore
8000;US-2011-148194;04.05.2013;07.05.2013;First Class;BS-11365;98105;OFF-AP-10000696;57,68;4;0;19,0344;West_Superstore
1335;CA-2011-121664;06.05.2013;10.05.2013;Standard Class;HP-14815;90049;OFF-BI-10003684;140,736;8;0,2;52,776;West_Superstore
4410;US-2011-154879;06.05.2013;11.05.2013;Standard Class;SN-20710;90004;OFF-LA-10004425;5,78;2;0;2,7166;West_Superstore
4411;US-2011-154879;06.05.2013;11.05.2013;Standard Class;SN-20710;90004;OFF-AR-10001897;107,94;6;0;30,2232;West_Superstore
825;US-2011-102071;09.05.2013;15.05.2013;Standard Class;PG-18820;94110;TEC-AC-10003441;67,8;4;0;4,068;West_Superstore
826;US-2011-102071;09.05.2013;15.05.2013;Standard Class;PG-18820;94110;TEC-AC-10000109;167,97;3;0;40,3128;West_Superstore
5197;CA-2011-159709;10.05.2013;15.05.2013;Standard Class;AI-10855;98031;OFF-EN-10001434;158,13;3;0;77,4837;West_Superstore
5198;CA-2011-159709;10.05.2013;15.05.2013;Standard Class;AI-10855;98031;TEC-PH-10003988;43,6;5;0,2;4,36;West_Superstore
9197;CA-2011-103310;10.05.2013;15.05.2013;Standard Class;GM-14680;95123;OFF-PA-10004353;39,96;2;0;19,1808;West_Superstore
9198;CA-2011-103310;10.05.2013;15.05.2013;Standard Class;GM-14680;95123;TEC-PH-10001817;1432;5;0,2;125,3;West_Superstore
9199;CA-2011-103310;10.05.2013;15.05.2013;Standard Class;GM-14680;95123;OFF-SU-10004737;41,04;6;0;11,0808;West_Superstore
9200;CA-2011-103310;10.05.2013;15.05.2013;Standard Class;GM-14680;95123;FUR-CH-10002320;256,784;1;0,2;32,098;West_Superstore
18;CA-2011-167164;13.05.2013;15.05.2013;Second Class;AG-10270;84084;OFF-ST-10000107;55,5;2;0;9,99;West_Superstore
3217;CA-2011-114433;13.05.2013;17.05.2013;Standard Class;NP-18325;94601;TEC-AC-10002800;149,97;3;0;52,4895;West_Superstore
5355;CA-2011-113768;13.05.2013;19.05.2013;Standard Class;AH-10030;90004;FUR-CH-10002439;279,456;6;0,2;20,9592;West_Superstore
5356;CA-2011-113768;13.05.2013;19.05.2013;Standard Class;AH-10030;90004;OFF-PA-10003063;8;2;0;3,84;West_Superstore
7825;CA-2011-125150;16.05.2013;23.05.2013;Standard Class;PW-19030;90036;FUR-CH-10002439;232,88;5;0,2;17,466;West_Superstore
8536;US-2011-163146;16.05.2013;20.05.2013;Standard Class;CC-12475;94122;TEC-AC-10002217;56,4;3;0;3,384;West_Superstore
3079;CA-2011-104780;21.05.2013;25.05.2013;Standard Class;BT-11530;92037;OFF-AR-10003514;31,84;8;0;10,5072;West_Superstore
6628;CA-2011-138513;23.05.2013;27.05.2013;Standard Class;EH-13990;98006;OFF-PA-10003177;12,96;2;0;6,2208;West_Superstore
1611;CA-2011-156349;26.05.2013;30.05.2013;Standard Class;ML-17395;90008;FUR-BO-10000362;290,666;2;0,15;27,3568;West_Superstore
1612;CA-2011-156349;26.05.2013;30.05.2013;Standard Class;ML-17395;90008;TEC-PH-10000441;201,584;2;0,2;20,1584;West_Superstore
1613;CA-2011-156349;26.05.2013;30.05.2013;Standard Class;ML-17395;90008;TEC-PH-10002726;83,984;2;0,2;31,494;West_Superstore
2752;CA-2011-158029;26.05.2013;30.05.2013;Standard Class;HF-14995;90008;FUR-CH-10000988;225,296;2;0,2;22,5296;West_Superstore
2761;CA-2011-129574;26.05.2013;29.05.2013;First Class;Dp-13240;84107;OFF-PA-10002893;48,4;5;0;23,232;West_Superstore
747;CA-2011-124429;27.05.2013;27.05.2013;Same Day;MH-17785;92105;FUR-TA-10002607;567,12;10;0,2;-28,356;West_Superstore
748;CA-2011-124429;27.05.2013;27.05.2013;Same Day;MH-17785;92105;OFF-ST-10001809;359,32;4;0;7,1864;West_Superstore
1049;CA-2011-139192;27.05.2013;01.06.2013;Second Class;LC-16885;94109;TEC-PH-10000486;1113,504;12;0,2;125,2692;West_Superstore
1050;CA-2011-139192;27.05.2013;01.06.2013;Second Class;LC-16885;94109;TEC-AC-10001606;99,99;1;0;37,9962;West_Superstore
5676;CA-2011-135993;28.05.2013;02.06.2013;Standard Class;PJ-18835;98115;TEC-PH-10001552;57,408;6;0,2;5,7408;West_Superstore
5677;CA-2011-135993;28.05.2013;02.06.2013;Standard Class;PJ-18835;98115;TEC-AC-10004877;27,6;4;0;2,208;West_Superstore
8439;CA-2011-108861;28.05.2013;01.06.2013;Standard Class;MM-17260;98105;OFF-BI-10003876;136,96;4;0,2;51,36;West_Superstore
719;CA-2011-104472;02.06.2013;07.06.2013;Standard Class;CK-12325;84057;OFF-BI-10001658;59,808;3;0,2;19,4376;West_Superstore
720;CA-2011-104472;02.06.2013;07.06.2013;Standard Class;CK-12325;84057;FUR-FU-10000246;73,32;6;0;21,996;West_Superstore
1700;CA-2011-135657;03.06.2013;07.06.2013;Second Class;SC-20725;98115;FUR-TA-10004086;515,88;6;0;113,4936;West_Superstore
2750;US-2011-141257;08.06.2013;14.06.2013;Standard Class;CS-11950;98115;FUR-CH-10002758;585,552;3;0,2;73,194;West_Superstore
6;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;FUR-FU-10001487;48,86;7;0;14,1694;West_Superstore
7;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;OFF-AR-10002833;7,28;4;0;1,9656;West_Superstore
8;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;TEC-PH-10002275;907,152;6;0,2;90,7152;West_Superstore
9;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;OFF-BI-10003910;18,504;3;0,2;5,7825;West_Superstore
10;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;OFF-AP-10002892;114,9;5;0;34,47;West_Superstore
11;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;FUR-TA-10001539;1706,184;9;0,2;85,3092;West_Superstore
12;CA-2011-115812;09.06.2013;14.06.2013;Standard Class;BH-11710;90032;TEC-PH-10002033;911,424;4;0,2;68,3568;West_Superstore
861;CA-2011-133851;09.06.2013;16.06.2013;Standard Class;CM-12445;94122;OFF-SU-10001225;7,36;2;0;0,1472;West_Superstore
862;CA-2011-133851;09.06.2013;16.06.2013;Standard Class;CM-12445;94122;OFF-AR-10003752;23,1;2;0;10,626;West_Superstore
4955;CA-2011-160262;09.06.2013;13.06.2013;Second Class;TS-21205;89031;OFF-AR-10002335;18,06;7;0;4,6956;West_Superstore
4956;CA-2011-160262;09.06.2013;13.06.2013;Second Class;TS-21205;89031;OFF-PA-10003641;79,14;3;0;36,4044;West_Superstore
4957;CA-2011-160262;09.06.2013;13.06.2013;Second Class;TS-21205;89031;FUR-FU-10002685;37,4;2;0;14,212;West_Superstore
1856;CA-2011-114643;13.06.2013;17.06.2013;Standard Class;FM-14215;90032;OFF-AR-10003631;14,52;3;0;4,7916;West_Superstore
6816;CA-2011-144414;17.06.2013;21.06.2013;Standard Class;GH-14425;98105;FUR-FU-10003981;6,24;3;0;2,6208;West_Superstore
6817;CA-2011-144414;17.06.2013;21.06.2013;Standard Class;GH-14425;98105;OFF-FA-10000624;17,9;5;0;8,95;West_Superstore
6818;CA-2011-144414;17.06.2013;21.06.2013;Standard Class;GH-14425;98105;OFF-BI-10004995;3266,376;3;0,2;1061,5722;West_Superstore
9765;CA-2011-123855;18.06.2013;23.06.2013;Standard Class;MC-18100;90036;TEC-PH-10000215;139,8;5;0,2;12,2325;West_Superstore
2678;US-2011-160780;21.06.2013;21.06.2013;Same Day;SV-20785;81001;OFF-BI-10001116;11,088;7;0,7;-8,1312;West_Superstore
2679;US-2011-160780;21.06.2013;21.06.2013;Same Day;SV-20785;81001;OFF-BI-10002931;25,164;2;0,7;-16,776;West_Superstore
422;CA-2011-142048;22.06.2013;25.06.2013;First Class;JE-15745;80027;TEC-AC-10004114;196,752;6;0,2;56,5662;West_Superstore
9001;CA-2011-133389;22.06.2013;22.06.2013;Same Day;TB-21280;85023;OFF-BI-10001553;8,226;3;0,7;-6,0324;West_Superstore
9402;CA-2011-159814;24.06.2013;28.06.2013;Standard Class;LP-17080;85705;FUR-FU-10001731;4,272;2;0,2;0,9612;West_Superstore
1098;CA-2011-159338;25.06.2013;28.06.2013;First Class;NS-18640;90049;FUR-TA-10004147;447,84;5;0,2;11,196;West_Superstore
4847;CA-2011-164469;25.06.2013;27.06.2013;Second Class;GK-14620;97301;TEC-PH-10002115;263,96;5;0,2;19,797;West_Superstore
4848;CA-2011-164469;25.06.2013;27.06.2013;Second Class;GK-14620;97301;OFF-AR-10003478;71,632;11;0,2;17,908;West_Superstore
4849;CA-2011-164469;25.06.2013;27.06.2013;Second Class;GK-14620;97301;OFF-AR-10000475;9,328;1;0,2;0,8162;West_Superstore
3148;CA-2011-109218;30.06.2013;03.07.2013;Second Class;AR-10825;90004;OFF-AR-10001374;32,4;5;0;10,368;West_Superstore
716;CA-2011-153150;01.07.2013;06.07.2013;Second Class;Dl-13600;98105;OFF-BI-10003355;19,92;5;0,2;6,972;West_Superstore
6733;CA-2011-120096;04.07.2013;07.07.2013;First Class;KE-16420;80013;OFF-PA-10001977;177,536;4;0,2;62,1376;West_Superstore
6734;CA-2011-120096;04.07.2013;07.07.2013;First Class;KE-16420;80013;OFF-AP-10000692;32,432;2;0,2;3,2432;West_Superstore
3791;CA-2011-107139;05.07.2013;11.07.2013;Standard Class;DP-13390;90004;OFF-BI-10001670;180,96;6;0,2;67,86;West_Superstore
